state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,customer service calls,churn
MS,107,510,352-6282,no,yes,30,87,33.81,90,17.6,76,7.19,4,3.4,3,FALSE
KY,147,408,396-2945,no,no,0,79,36.18,91,17.35,113,7.03,2,2.75,1,FALSE
RI,116,510,412-3527,no,no,0,126,23.36,94,10.2,64,5.86,2,3.35,3,FALSE
NY,60,510,328-4231,no,yes,31,75,32.61,135,22.76,62,9.02,3,3.46,2,FALSE
TX,38,510,413-9055,no,no,0,92,25.33,78,4.18,93,7.35,11,3.75,0,FALSE
DE,63,408,363-8755,no,no,0,118,19.91,90,21.22,84,7.3,4,3,3,FALSE
NM,94,415,388-8891,no,no,0,79,18.36,152,20.56,92,11.34,3,2.81,3,FALSE
RI,131,415,360-1776,no,no,0,133,19.18,116,16.95,105,6.42,5,2.73,0,FALSE
MS,158,510,411-3578,no,no,0,105,29.9,88,16.01,98,8.47,6,2.97,1,FALSE
NY,139,510,399-7268,no,no,0,109,40.22,107,14.44,118,9.55,2,3,1,TRUE
NE,77,415,350-1532,no,no,0,102,28.8,144,15.72,89,10.54,7,0.54,1,FALSE
WI,140,415,359-2197,no,no,0,79,22.03,99,20.93,124,7.74,10,2.54,3,FALSE
KY,72,408,407-9290,no,no,0,97,30.11,105,15.7,94,7.83,6,2.16,1,FALSE
SD,52,510,358-6672,no,yes,20,63,22.66,123,15.65,107,12.28,2,3.65,1,FALSE
VA,103,510,393-4621,no,no,0,121,28.53,123,18.1,73,9.37,3,3.51,5,FALSE
KS,74,415,336-7357,no,yes,32,107,29.68,115,26.4,92,10.56,4,2.43,1,FALSE
ND,124,415,351-1466,no,no,0,101,25.55,112,21.75,62,6.15,4,3.38,2,FALSE
CO,85,510,394-6668,no,yes,21,110,48.14,108,20.37,80,6.73,1,1.7,5,FALSE
KY,113,408,403-2673,no,yes,20,83,26.83,56,13.73,100,12.22,2,2.35,5,TRUE
WA,71,408,355-1735,no,no,0,132,24,90,12.67,72,7.71,2,1.89,2,FALSE
NV,177,415,416-7679,no,yes,27,106,39.13,78,16.67,108,9.69,2,2.81,1,FALSE
SC,49,415,340-4972,yes,no,0,92,40.43,119,17.76,86,7.55,6,4.21,2,TRUE
RI,106,510,417-4826,yes,no,0,84,34.68,61,14.32,102,7.38,3,3.59,3,TRUE
ID,60,510,408-6676,no,no,0,106,37.59,48,15.18,90,9.12,3,2,1,FALSE
KY,43,408,417-6683,no,no,0,93,30.12,60,12.12,144,14.13,2,3.43,4,FALSE
ME,66,510,331-6270,no,no,0,133,20.06,99,21.09,122,9.65,5,1.43,1,FALSE
SD,125,415,404-9754,no,no,0,73,27.85,85,21.73,95,8.68,4,4.24,0,FALSE
SC,114,510,364-9425,no,yes,4,96,24.02,88,19.58,85,10.07,3,2.54,3,FALSE
TN,112,415,339-6477,no,no,0,119,46.33,94,19.22,94,7.16,5,4.43,3,TRUE
MT,101,408,362-2787,no,yes,16,112,20.21,97,19.41,111,8.1,5,2.21,2,FALSE
WI,70,415,405-9233,no,no,0,100,1.34,83,11.59,89,7.05,1,3.27,0,FALSE
AK,59,408,416-1845,no,no,0,96,27.12,123,14.21,106,6.24,4,2.75,0,FALSE
AZ,59,408,385-9657,no,no,0,70,25.53,98,15.78,128,9.56,2,3.27,1,FALSE
MT,124,415,420-5652,no,yes,30,35,24.57,101,22.3,82,10.19,7,3.24,2,FALSE
DE,99,415,415-1141,no,no,0,88,23.92,98,17.93,125,10.35,4,3.35,2,FALSE
VA,150,510,334-5634,no,no,0,123,28.76,83,18.43,107,8.07,3,3.4,1,FALSE
MA,81,510,403-4200,no,no,0,77,37.54,87,12.62,100,8.28,3,2.05,2,FALSE
IN,86,510,357-7893,no,no,0,96,36.77,77,22.64,110,9.63,3,1.22,0,FALSE
MD,84,510,369-2899,no,no,0,96,28.82,94,13.4,70,4.42,7,2.86,0,FALSE
NV,118,510,381-1026,no,yes,35,119,43.57,91,21.94,130,9.7,1,3.16,1,FALSE
CO,89,415,388-8722,no,no,0,128,30.55,92,25.48,120,8.34,3,2.05,1,FALSE
KS,93,415,418-3135,no,no,0,120,45.22,84,11.06,63,7.46,6,3.54,3,FALSE
AR,85,415,380-3974,no,no,0,97,16.44,95,16.47,88,7.73,3,2.62,2,FALSE
WY,160,408,338-7232,no,no,0,116,14.06,95,16.54,54,7.15,9,2.94,0,FALSE
PA,28,415,334-5223,no,no,0,87,28.59,92,13.74,112,8.66,3,2.73,3,FALSE
TX,73,408,340-8323,no,no,0,109,48.69,67,15.15,152,9.64,14,2.89,1,TRUE
NY,156,408,337-6851,no,no,0,95,29.63,128,15.86,105,11.62,5,3.48,3,FALSE
OR,33,415,344-5973,yes,no,0,100,32.4,104,13.74,136,8.55,6,3.51,1,FALSE
CA,77,510,335-2261,no,no,0,86,29.84,78,17.43,100,11.03,3,4.81,4,FALSE
NY,119,415,343-1458,no,no,0,102,22.68,71,17.39,103,8.86,7,3,1,FALSE
AR,91,510,415-4875,no,yes,27,96,34.78,93,11.56,82,9.47,2,1.78,3,FALSE
MI,102,510,381-2726,no,no,0,88,41.17,89,19.82,121,8.48,6,1.67,3,FALSE
OK,86,415,395-3852,no,yes,33,112,43.03,94,17.86,98,4.27,4,3.21,3,FALSE
TX,82,415,358-7914,no,no,0,110,22.1,88,15.75,105,8.04,4,2.24,0,FALSE
NC,89,408,332-6958,no,no,0,151,18,142,16.12,67,7.69,7,3.43,0,FALSE
ID,86,415,355-1019,no,no,0,98,33.01,95,16.47,123,8.64,7,2.51,3,FALSE
IL,134,408,382-9447,no,no,0,111,31.25,92,10.5,105,7.23,2,1.65,1,FALSE
OR,92,415,386-8536,no,no,0,82,33.41,89,16.15,99,7.34,2,2.92,2,FALSE
SD,87,510,363-3818,no,no,0,81,31.37,103,14.62,96,8.25,3,3.7,3,FALSE
NE,64,408,360-6416,no,no,0,113,44.52,99,12.59,74,6.53,4,3.73,0,FALSE
RI,80,510,332-8764,no,no,0,118,34.41,67,22.12,112,7.98,5,2.48,3,FALSE
MD,165,415,398-4814,no,yes,39,113,28.46,94,14.68,113,8.67,4,2.57,3,FALSE
ID,153,415,410-5963,no,yes,22,104,28.51,91,20.98,117,9.18,11,2.03,1,FALSE
ME,41,415,399-6642,no,yes,30,109,32.59,86,16.41,93,6.72,4,3,1,FALSE
SD,108,415,390-9986,no,no,0,78,40.83,109,19.58,83,9.76,1,1.4,2,FALSE
NY,104,415,391-1793,no,yes,26,112,32.15,97,15.15,104,8.97,4,3,1,FALSE
DE,115,408,352-5542,no,no,0,67,21.71,90,15.55,92,7.78,7,2.86,1,FALSE
OK,87,415,386-8118,no,no,0,106,34.88,122,8.46,75,8.53,3,3.62,1,FALSE
SC,159,415,394-9825,no,yes,23,93,26.11,88,18.44,91,7.26,3,3.4,2,FALSE
IN,119,510,382-4952,no,no,0,129,26.27,87,16.46,145,8.14,3,3.62,2,FALSE
NV,69,415,387-2698,no,no,0,109,26.13,105,16.49,114,11.52,6,3.81,1,FALSE
IL,87,408,417-1360,yes,yes,36,138,29.1,102,15.79,97,10.24,3,2.92,1,FALSE
SD,93,510,408-4836,no,no,0,106,55.78,89,12.89,114,13.66,3,2.35,1,TRUE
OK,154,415,374-8329,yes,no,0,69,24.8,141,17.7,106,8.14,10,3.89,0,TRUE
KS,57,415,363-8424,no,yes,37,76,34.2,122,23.81,110,6.94,1,3.19,1,FALSE
IA,130,510,408-8910,no,no,0,72,23.65,112,20.91,121,9.32,9,3.08,5,FALSE
NJ,151,415,399-3840,no,no,0,128,20.21,65,23.66,61,8.77,10,3.56,2,FALSE
NJ,162,408,367-8692,no,no,0,87,36.99,71,23.72,65,11.28,4,2.81,2,TRUE
MT,60,415,387-4504,no,no,0,133,24.65,92,17.77,112,14.78,2,3.94,1,FALSE
IA,81,510,328-2647,no,no,0,89,34.6,69,24.62,71,9.58,3,2.35,3,FALSE
WA,132,415,369-7903,no,no,0,115,40.82,91,15.33,122,6,6,2.16,3,FALSE
NE,86,408,399-6852,no,no,0,121,14.25,96,20.42,108,7.14,8,1.81,1,FALSE
TX,136,408,335-4888,no,no,0,106,45.87,101,19.45,106,11.59,8,2.73,1,TRUE
MS,121,415,344-2260,no,yes,21,84,21.47,102,17.82,129,8.66,2,2.86,1,FALSE
IA,105,510,349-4070,no,yes,15,125,14.98,142,14.95,85,12.15,1,2.62,2,FALSE
WI,105,415,394-6505,no,yes,34,61,37.15,74,16.72,103,6.8,4,2.67,2,FALSE
MT,51,415,419-3612,no,yes,26,61,40.26,97,22.39,91,8.15,8,3.02,1,FALSE
GA,64,408,356-1952,no,no,0,117,21.1,108,16.39,84,7.33,5,1.73,3,FALSE
MT,80,510,416-7866,yes,yes,30,132,31.31,109,14.24,114,9.58,10,2.7,0,FALSE
ND,56,415,398-1759,no,no,0,133,37.86,89,23.55,94,4.58,4,3.67,4,FALSE
VT,120,415,338-9950,no,no,0,98,25.36,88,16.46,119,11.2,5,3,1,FALSE
SD,103,510,412-7278,no,no,0,125,35.11,113,15.32,95,9.93,4,3.29,3,FALSE
OH,164,510,347-1263,no,yes,27,102,27.15,113,14.35,127,10.98,9,2.59,3,FALSE
OH,116,415,386-5684,no,yes,27,118,34.8,91,17.8,67,9.58,2,1.89,2,FALSE
MT,121,408,334-4354,no,no,0,79,36.24,116,10.26,102,11,4,2.03,1,FALSE
IL,55,415,398-5970,yes,no,0,121,45.83,91,14.59,98,9.86,6,2.21,1,FALSE
NV,183,415,330-3429,no,no,0,92,19.84,112,18.17,112,9.64,6,2.62,2,FALSE
UT,104,408,418-4637,no,no,0,101,44.78,117,20.02,146,4.59,4,3.51,0,FALSE
NH,90,408,393-7322,no,no,0,97,23.83,102,18.18,126,5.4,2,1.92,1,FALSE
LA,82,415,353-5557,no,no,0,101,33.61,83,10.85,103,6.39,3,3.65,1,FALSE
VT,101,415,411-5334,no,no,0,92,23.15,110,18.78,116,8.86,7,3.59,3,FALSE
NY,9,415,398-8588,no,yes,16,87,15.05,108,15.2,96,10.29,3,3.11,2,FALSE
CT,97,415,374-7285,no,no,0,58,36.6,91,20.6,105,12.59,9,3.27,0,FALSE
KS,94,408,379-7215,no,no,0,104,45.76,144,16.47,61,11.59,2,2.4,3,TRUE
MI,127,510,357-7875,no,yes,25,118,34.65,48,22.7,105,10.13,5,1.97,0,FALSE
SD,125,510,393-9677,no,yes,34,112,45.63,108,18.89,102,5.29,3,2.78,0,FALSE
ME,140,415,345-9598,no,no,0,104,27.05,106,22.93,116,9.92,4,2.78,1,FALSE
MD,90,415,353-3203,no,no,0,122,19.45,154,10.85,109,11.39,5,2.73,2,FALSE
VA,67,415,330-7486,no,no,0,65,23.61,109,17.76,82,10.46,3,2.48,2,FALSE
NJ,113,415,397-6425,no,no,0,55,31.62,105,20.18,83,6.66,6,3.29,1,FALSE
TN,121,510,338-1815,no,yes,26,91,28.97,90,21.63,122,9.88,5,4.08,0,FALSE
DC,93,408,406-5023,no,no,0,95,27.97,87,19.63,91,6.75,3,2.67,4,FALSE
DC,121,408,368-2458,no,no,0,121,28.66,94,14.33,59,4.29,4,3.32,1,FALSE
OR,53,408,400-8375,no,no,0,119,44.4,105,21.32,112,7.92,2,2.65,0,TRUE
RI,75,415,387-8201,no,no,0,91,32.39,75,15.16,113,7.31,5,3.54,1,FALSE
AK,132,510,346-4360,no,no,0,121,30.79,109,26.72,81,11.1,9,1.13,2,FALSE
WI,162,408,412-8811,no,no,0,131,30.11,122,9.75,88,6.91,6,1.76,3,FALSE
IN,140,415,413-3990,no,no,0,114,27.29,103,20.44,121,10.51,4,3.05,1,FALSE
MI,91,408,345-2448,no,no,0,116,22.9,98,25.1,121,8.8,5,1.78,2,FALSE
ID,73,510,394-4512,no,yes,28,107,33.69,123,11.82,139,8.96,1,2.38,2,FALSE
NH,95,408,400-8538,yes,no,0,134,38.91,71,21.73,120,9.36,2,2.73,4,TRUE
MN,145,408,412-8769,no,no,0,137,41.09,100,11.54,123,12.49,3,3.54,0,FALSE
AZ,100,415,390-1552,no,no,0,108,22.29,81,14.98,81,4.04,4,1.16,1,FALSE
MN,122,415,389-2477,no,no,0,101,39.8,121,17.02,89,10.68,9,3.54,2,FALSE
MO,109,415,389-4695,no,no,0,72,34.02,120,25.58,68,10.62,5,3.21,0,FALSE
AL,82,408,406-8037,no,no,0,107,26.18,114,8.02,95,12.94,7,2.73,1,FALSE
PA,65,415,382-9138,no,yes,23,106,38.11,100,16.12,75,10.03,4,2.65,0,FALSE
AK,52,510,414-7942,no,no,0,83,25.21,79,15.44,104,7,6,2.24,3,FALSE
MS,136,415,348-7071,no,yes,24,76,29.68,114,15.01,91,9.65,5,2.38,2,FALSE
IA,75,415,404-2942,no,no,0,110,23.55,86,13.02,103,9.7,7,3,1,FALSE
WY,146,408,348-3581,no,no,0,69,18.53,98,22.59,80,10.27,2,3.4,1,FALSE
NE,105,408,327-6764,no,no,0,99,27.59,95,18.06,114,9.66,8,3,4,FALSE
ND,48,415,405-2831,no,no,0,84,35.84,98,16.12,99,7.09,3,4.43,2,FALSE
CT,45,415,416-4351,no,no,0,107,24.21,78,27.09,108,10.08,7,3,1,FALSE
NC,106,415,419-3196,no,yes,37,104,38,99,19.98,90,6.3,5,2.86,2,FALSE
CT,33,510,411-6211,no,no,0,65,31.03,96,19.73,82,6.71,2,2.03,2,FALSE
ND,68,408,391-8369,no,no,0,97,37.33,144,11.99,101,9.26,4,2.92,2,FALSE
WA,106,408,416-4464,no,no,0,66,32.91,82,20.25,107,7.94,3,3.48,0,FALSE
NV,141,415,347-1814,no,no,0,111,32.71,87,13.34,82,7.91,6,2.97,0,FALSE
CO,98,408,386-7337,no,no,0,122,40.15,110,16.1,104,6.91,4,3.59,0,FALSE
KS,94,510,375-8505,no,yes,28,88,39.64,102,9.63,71,5.31,4,4.35,0,FALSE
CO,65,510,407-5056,no,no,0,53,27,132,16.02,87,8.52,4,2.65,2,FALSE
MO,85,415,367-8924,no,no,0,112,21.44,126,23.35,95,8.3,4,2.65,1,FALSE
MA,71,510,419-5171,no,no,0,108,49.37,92,21.58,126,11.85,5,2.73,3,TRUE
NY,112,408,396-7687,no,yes,30,113,10.3,96,14.1,99,5.98,7,3.59,0,FALSE
AK,110,415,394-4548,no,no,0,95,25.23,98,16.47,106,9.27,6,1.86,0,FALSE
WI,111,415,382-6438,no,no,0,108,41.91,89,18.39,99,8.08,3,3.43,2,FALSE
NH,74,408,413-2194,no,no,0,112,50.68,100,17.11,88,9.66,4,2.62,2,TRUE
TN,105,510,366-2622,no,no,0,82,20.28,111,15.73,74,7.07,4,2.94,2,FALSE
NY,40,408,416-7591,no,no,0,82,41.23,97,19.8,86,6.93,7,2.59,0,FALSE
GA,128,408,355-2634,yes,yes,18,89,37.76,109,13.65,102,9.85,2,3.67,0,TRUE
MN,123,408,422-5350,no,no,0,135,40.15,88,23.28,77,10.22,6,2.73,2,TRUE
MI,122,510,329-2388,no,no,0,87,24.51,74,18.04,87,7.62,4,2.57,0,FALSE
ID,114,408,381-5273,no,yes,19,100,26.28,109,20.54,112,7.2,1,3.4,3,FALSE
CT,102,415,421-6694,no,yes,25,100,23.36,83,15.02,93,8.47,6,2.75,2,FALSE
NC,126,415,342-1702,no,no,0,93,17.63,107,10.8,66,14.82,1,3.89,0,FALSE
LA,150,415,381-4029,no,no,0,112,23.22,81,17.8,78,7.25,2,3.29,4,TRUE
NJ,60,408,335-2967,no,no,0,101,49.27,115,21.73,76,10.93,4,3.16,2,TRUE
TX,123,408,416-6594,no,no,0,85,44.35,103,14.32,91,8.02,5,3.59,3,FALSE
CA,138,510,388-6026,yes,no,0,129,33.35,86,15,108,10.46,1,4.1,0,TRUE
MD,29,510,367-1024,no,no,0,71,33.25,74,10.74,87,6.69,4,3.83,1,FALSE
WY,111,415,386-7118,no,no,0,96,37.77,111,13.81,120,8.32,7,3.21,4,FALSE
TX,37,510,346-2020,yes,no,0,119,29.39,86,15.56,100,10.19,1,2.65,0,TRUE
CA,111,408,329-9067,no,no,0,109,42.47,106,20.6,78,10.43,4,3.13,0,TRUE
UT,81,510,329-6144,no,no,0,84,26.27,91,18.38,82,10.34,3,3.7,1,FALSE
WA,46,510,332-1502,no,no,0,108,15.37,77,23.48,111,6.59,2,3.43,1,FALSE
MS,69,510,342-8320,no,yes,27,78,45.7,89,20.96,102,12.24,3,4.43,0,FALSE
OH,125,408,411-5748,no,no,0,95,18.04,113,13.4,69,8.66,3,2.19,1,FALSE
KS,43,415,381-9367,no,no,0,117,4.59,97,13.68,96,12.58,3,2.89,3,FALSE
RI,127,415,400-1280,no,yes,27,59,23.82,111,18.99,73,11.61,10,1.03,1,FALSE
IN,94,510,360-5794,no,no,0,112,41.65,91,15.33,105,11.83,6,2.62,1,FALSE
VT,46,408,373-3538,no,no,0,85,33.44,74,17.5,112,9.75,5,3.02,3,FALSE
MT,73,408,394-9942,no,yes,26,98,22.3,97,9.05,96,9.98,6,2.75,2,FALSE
CT,146,408,380-3329,no,yes,23,96,25.43,124,20.38,135,13.21,4,2,2,FALSE
NM,93,415,334-7618,no,no,0,70,40.77,99,21.4,112,7.59,10,2.94,1,FALSE
OH,52,408,327-9289,no,yes,31,77,24.16,97,16.41,88,11.4,4,2.97,1,FALSE
GA,202,510,351-2589,no,no,0,137,19.62,70,15.19,113,8.36,3,1.62,3,FALSE
MN,129,510,368-6892,no,yes,31,99,32.81,87,19.11,91,8.89,8,2.78,2,FALSE
CT,94,415,337-9303,no,no,0,49,35.04,115,19.09,74,11.55,1,3.51,1,FALSE
AL,100,415,377-5258,no,no,0,138,27.25,92,18.81,120,6.77,2,3.02,0,FALSE
WV,43,415,348-5767,no,no,0,108,33.98,80,24.51,103,8.13,7,3.05,1,FALSE
NH,130,415,373-3549,no,no,0,105,36.23,108,17.53,93,7.35,3,2.4,0,FALSE
WY,124,415,422-8344,no,no,0,102,30.31,120,19.98,119,10.79,1,2.94,3,FALSE
VA,92,510,411-2958,yes,no,0,120,42.89,112,17.6,95,12.81,5,3.24,3,TRUE
VT,48,415,384-2908,no,no,0,64,33.61,126,11.62,81,11,5,3.56,4,FALSE
OH,98,510,347-6393,no,yes,29,105,18.89,101,18.52,108,11.16,3,1.78,2,FALSE
MT,100,415,385-7148,no,no,0,86,16.41,133,17.87,106,6.59,3,3.38,1,TRUE
MA,79,415,419-2767,no,no,0,109,26.67,87,10.39,103,8.51,5,3.05,3,FALSE
VA,164,415,375-1746,no,no,0,78,20.96,85,14.45,78,7.47,2,3.43,1,FALSE
NM,105,415,362-7870,no,no,0,108,32.93,124,15.57,72,13.22,5,2.92,1,FALSE
AR,89,408,410-3725,yes,no,0,134,35.17,105,14.25,86,7.01,4,2.94,0,FALSE
NE,126,415,387-1535,no,no,0,96,42.47,92,22.26,108,7.51,4,3.43,3,TRUE
WY,96,408,329-2045,no,no,0,102,24.48,73,19.1,91,10.25,7,2.7,1,FALSE
IA,120,415,341-6743,no,yes,33,83,50.92,84,13.89,88,6.6,5,3.13,0,FALSE
SC,212,415,336-8343,no,no,0,127,38.42,83,25.89,132,8.15,4,3.4,2,TRUE
NC,72,415,368-5758,no,no,0,106,23.39,94,12.2,110,12.32,6,2.59,2,FALSE
HI,155,415,346-8362,yes,yes,26,121,35.99,123,11.83,89,6.6,3,3,1,FALSE
UT,89,415,345-9690,no,no,0,80,15.25,81,15.28,120,6.56,4,2.57,2,FALSE
WY,126,408,339-9798,yes,no,0,126,33.59,112,20.95,104,12.84,8,3.38,2,FALSE
AL,172,408,359-5731,no,no,0,102,45.9,111,21.81,104,7.58,5,3.24,2,TRUE
VA,75,415,373-2091,no,no,0,116,38.2,79,16.32,98,9.55,11,3.05,3,FALSE
WI,143,510,367-3439,no,no,0,99,33.03,133,10.51,99,10.33,2,2.75,2,FALSE
FL,166,510,367-1681,yes,no,0,89,8.11,95,22.47,97,10.58,3,3.56,0,TRUE
KS,132,415,420-9973,no,no,0,105,32.32,116,15.49,105,12.59,2,3.51,1,FALSE
NV,94,408,351-4025,yes,no,0,94,15.22,106,28.89,76,7.78,1,2.13,1,TRUE
NY,99,415,393-5897,no,no,0,83,31.04,111,13.13,57,8.82,5,3.27,0,FALSE
VA,136,415,384-7216,no,yes,35,86,34.94,119,25.37,104,9.64,4,1.86,1,FALSE
KS,119,415,384-4595,no,no,0,82,39.36,97,22.69,118,9.49,10,2,1,FALSE
NC,115,510,329-9667,yes,no,0,69,42.72,96,21.46,112,5.32,1,2.67,3,TRUE
MO,160,415,347-5063,no,no,0,103,29.1,121,20.7,92,8.02,3,3.51,2,FALSE
ND,166,510,345-8433,no,no,0,89,33.64,113,21.34,85,6.22,2,3.02,2,FALSE
CA,120,510,339-7602,no,no,0,94,22.92,106,17.35,109,10.73,8,1.81,1,FALSE
WV,173,415,332-1109,no,no,0,114,32.54,138,14.32,99,4.92,3,2.78,1,FALSE
IL,156,415,343-3296,no,no,0,65,29.67,116,16.78,86,10.73,2,2.86,0,FALSE
NY,70,415,366-2536,no,no,0,125,30.16,104,19.23,72,11.43,4,2.94,0,FALSE
NV,41,510,355-2293,no,no,0,89,30.96,104,17.98,124,9.33,1,1.84,1,FALSE
AL,132,408,350-9318,no,no,0,85,37.81,76,14.06,97,9.38,4,3.02,0,FALSE
KS,47,510,418-5300,yes,no,0,120,8.13,123,15.21,96,6.87,7,3.59,0,TRUE
ND,160,510,395-2626,no,no,0,97,20.71,97,7.59,92,6.78,5,2.78,1,FALSE
OK,180,415,402-7372,no,no,0,121,24.4,111,16.09,82,7.87,5,2.38,3,FALSE
UT,93,415,337-9710,no,no,0,68,28.03,86,17.88,104,10.32,4,2.11,2,FALSE
OH,109,415,363-4967,no,no,0,58,32.91,115,12.64,105,12.71,1,3.54,2,FALSE
WY,80,510,400-5389,no,no,0,121,17.19,110,22.37,74,6.2,5,1.97,0,FALSE
NM,54,415,416-9162,no,yes,24,88,15.69,98,16.41,119,4.47,3,3.13,2,FALSE
AL,121,415,414-6541,no,no,0,128,28.71,99,10.53,105,11.98,7,0.78,2,FALSE
DC,157,510,392-6647,no,yes,29,102,37.26,109,17.51,117,8.66,5,4.05,1,FALSE
ID,170,510,343-2465,no,yes,37,130,30.28,103,20.64,93,10.93,4,3.51,0,FALSE
AR,138,510,338-9171,no,no,0,101,24.91,142,24.18,98,7.92,6,3.78,3,FALSE
ID,92,415,405-4606,no,yes,31,116,29.29,91,22.63,90,10.27,5,3.19,1,FALSE
TX,126,415,386-9711,no,no,0,143,32.45,72,12.72,87,8.61,3,3.51,1,FALSE
NM,41,415,327-8495,no,no,0,74,39.46,88,27.8,119,10.19,2,2.94,3,TRUE
WA,167,415,416-5660,no,no,0,124,28.76,108,14.73,64,9.74,4,3.35,4,TRUE
UT,91,510,370-3032,no,no,0,107,21.05,125,27.12,78,10.69,4,1.97,2,FALSE
RI,127,510,331-8462,no,no,0,117,16.32,68,15.05,127,7.3,4,2.62,3,FALSE
NC,88,408,414-4037,no,yes,27,106,15.88,92,21.42,104,8.5,1,2.94,1,FALSE
RI,113,415,415-2865,no,no,0,130,15.4,100,14.5,74,6.18,9,1.46,1,FALSE
NY,78,510,362-2353,no,no,0,81,25.99,82,21.81,112,7.81,6,1.43,2,FALSE
TX,123,408,329-5114,no,no,0,92,43.84,71,17.99,104,8.52,2,2.54,2,FALSE
DE,136,408,351-1389,yes,yes,29,98,14.48,85,19.58,104,10.96,3,2.43,2,FALSE
MS,68,415,375-3668,no,yes,34,72,27.2,119,15.68,101,9.37,10,1.65,1,FALSE
OH,132,415,375-5414,no,yes,10,54,31.09,68,24.85,116,6.4,4,3.11,0,FALSE
LA,133,415,360-7079,no,no,0,67,36.75,133,18.89,95,8.64,1,0.84,2,FALSE
FL,127,415,344-9302,no,no,0,105,44.49,107,15.45,131,4.54,5,0.89,0,FALSE
WA,110,415,418-1775,no,no,0,105,41,85,14.82,59,11.04,4,2.3,2,FALSE
WV,121,510,401-2468,no,no,0,142,30.12,88,10.5,51,9.59,6,2.27,1,FALSE
NY,116,510,346-4984,no,no,0,128,15.22,137,15.37,94,8.69,3,3.78,2,FALSE
NE,112,415,351-2928,yes,yes,16,72,34.05,91,16.81,92,6.8,3,2.81,1,FALSE
PA,97,510,365-7774,yes,no,0,103,24.65,93,25.02,120,10.79,2,2.97,4,TRUE
MS,43,510,358-3691,no,no,0,99,27.12,149,10.17,126,7.83,3,1.84,2,FALSE
IN,110,415,364-9059,no,no,0,106,25.81,126,11.73,112,10.51,8,3.02,3,FALSE
VA,67,408,356-7208,no,no,0,120,29.95,138,20.06,104,6.86,4,2.86,1,FALSE
MN,166,408,333-5551,no,no,0,95,25.86,105,10.29,126,8.91,5,2.65,0,FALSE
DE,129,408,362-6528,no,no,0,122,27.42,95,18.75,104,10.11,3,2.59,1,FALSE
OR,103,510,394-2560,yes,no,0,78,29.19,86,12.28,106,7.11,3,1.84,3,FALSE
UT,71,415,367-3220,no,no,0,110,47.41,67,16.17,84,11.48,7,3.16,0,TRUE
CT,112,415,418-5708,no,yes,27,121,36.21,101,19.23,99,8.54,3,3,4,FALSE
AL,8,415,421-2245,no,yes,36,67,41.29,59,14.53,130,7.98,12,1.3,1,FALSE
TX,98,415,406-2242,no,no,0,121,36.92,73,25.79,71,8.87,2,3.35,0,TRUE
CT,90,415,347-6994,no,no,0,111,29.9,115,24.24,122,6.79,7,3.51,1,FALSE
MS,13,415,413-7468,no,no,0,133,51.54,86,14.49,80,10.24,3,3.11,0,TRUE
AR,58,415,389-6082,no,no,0,107,40.61,88,15.91,84,8.15,3,3.19,2,FALSE
CA,137,415,415-3689,no,yes,22,42,32.23,137,15.22,126,8.08,5,3.08,2,FALSE
MI,116,408,379-2503,no,no,0,94,22.66,126,21.06,78,9.86,5,3.05,5,TRUE
WV,94,415,396-1106,no,yes,28,107,15.76,86,10.86,86,10.15,4,2.67,3,FALSE
DE,87,415,379-4372,no,no,0,72,30.12,105,21.16,87,9.04,7,2.32,3,FALSE
FL,120,415,336-3738,no,no,0,103,31.37,86,17.77,70,7.64,6,2.75,2,FALSE
AK,97,415,380-2600,no,yes,24,109,29.94,81,13.55,94,12.11,9,3.27,0,FALSE
ID,134,415,345-4473,no,no,0,108,34.8,105,12.16,84,7.46,4,2.97,6,FALSE
OH,68,510,380-9990,no,no,0,80,24.41,65,11.42,84,9.7,5,4.19,2,FALSE
NH,93,408,411-1045,no,no,0,93,30.48,65,16.05,88,11.39,5,3.27,1,FALSE
MA,120,415,413-5306,no,no,0,100,23.34,129,18.04,92,6.87,2,2.84,1,FALSE
SC,41,408,417-6906,no,no,0,92,40.43,155,19,90,9.78,6,2.75,2,FALSE
OR,80,510,331-4807,no,no,0,92,34.63,97,18.39,66,6.94,5,2.05,2,FALSE
OH,83,415,376-5375,no,yes,25,95,32.52,136,21.31,86,11.22,5,4.75,2,FALSE
NC,109,510,361-9839,yes,no,0,141,35.55,93,17.43,111,5.37,3,2.11,2,FALSE
KY,66,510,348-8679,no,yes,33,104,15.1,94,9.32,107,7.77,9,1.92,3,FALSE
ID,104,510,403-6565,no,no,0,88,16.52,85,13.23,105,11.77,5,3.35,0,FALSE
WA,89,510,346-5287,no,no,0,96,23.44,63,16.37,125,11.51,5,2.97,1,FALSE
WV,127,510,413-6769,no,no,0,112,38.13,103,15.78,83,7.17,1,2.7,2,FALSE
RI,117,408,370-5042,no,yes,13,65,35.29,77,12.98,95,10.48,3,2.62,1,FALSE
KS,128,510,397-9486,no,no,0,95,45.58,126,10.24,121,9.94,6,3.89,2,FALSE
NV,88,415,364-3286,no,no,0,61,28.34,88,15.24,131,10.92,7,1.84,4,TRUE
NE,61,408,420-8897,no,no,0,104,45.41,131,15.33,106,10.38,4,4.67,1,TRUE
